"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by crashing of motor vehicle"	"X82"			3	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	2	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	2	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by other specified means"	"X83"			4	4605362	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	3	2279669	Unreliable
	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	2	2325693	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"	"Intentional self-harm by unspecified means"	"X84"			5	4605362	Unreliable
"Total"	"Male"	"M"	"85+ years"	"85+"					2251	4605362	48.9
	"Male"	"M"	"Not Stated"	"NS"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	1	Not Applicable	Not Applicable
"Total"	"Male"	"M"	"Not Stated"	"NS"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			1	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1	Not Applicable	Not Applicable
"Total"	"Male"	"M"	"Not Stated"	"NS"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			1	Not Applicable	Not Applicable
	"Male"	"M"	"Not Stated"	"NS"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	1	Not Applicable	Not Applicable
"Total"	"Male"	"M"	"Not Stated"	"NS"	"Intentional self-harm by jumping or lying before moving object"	"X81"			1	Not Applicable	Not Applicable
"Total"	"Male"	"M"	"Not Stated"	"NS"					3	Not Applicable	Not Applicable
"Total"	"Male"	"M"							74464	321536798	23.2
"Total"									95419	652886612	14.6
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"ICD-10 Codes: X60-X84 (Intentional self-harm)"
"Year/Month: 2017; 2018"
"Group By: Gender; Ten-Year Age Groups; Cause of death; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Mar 29, 2020 7:05:36 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Mar 29, 2020 7:05:36 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"---"
Caveats:
"1. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"3. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"5. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"6. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
